Phish,url,response url,https,urlLength:<=50,urlLength:<=100,urlLength:>100,Special_char,Title tag,Description tag,Keywords tag,SEO tag name=title,SEO tag name=description,SEO tag name=keywords,SEO tag property=og:title,SEO tag property=og:description,SEO tag property=og:keywords,SEO tag property=og:site,Corp_Rate_All:20,Corp_Rate_All:40,Corp_Rate_All:60,Corp_Rate_All:80,Corp_Rate_All:100,Corp_Rate_Link:20,Corp_Rate_Link:40,Corp_Rate_Link:60,Corp_Rate_Link:80,Corp_Rate_Link:100,Corp_Rate_Script:20,Corp_Rate_Script:40,Corp_Rate_Script:60,Corp_Rate_Script:80,Corp_Rate_Script:100,Corp_Rate_Img:20,Corp_Rate_Img:40,Corp_Rate_Img:60,Corp_Rate_Img:80,Corp_Rate_Img:100,Is_gverify,Is_msverify,Is_twitter,facebook,line,gTLD,HTML_Length<10000
1,https://jakdo-40051.web.app,https://jakdo-40051.web.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://kalsoer.web.app,https://kalsoer.web.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://adac-angebote.educadavinci.org/,https://en.wikipedia.org/wiki/Main_Page,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://amex.herparenz.com/,https://amex.herparenz.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,http://rt3n27kzu.duckdns.org,http://rt3n27kzu.duckdns.org/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,http://y0vzx6r.duckdns.org,http://y0vzx6r.duckdns.org/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://wordpress-1561665-6062079.cloudwaysapps.com/wzosdf/auth/log.php,https://wordpress-1561665-6062079.cloudwaysapps.com/wzosdf/auth/log.php,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://02307nhg6hlkk2440019sl0l.blogspot.com/,https://02307nhg6hlkk2440019sl0l.blogspot.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://updated-personal-projects.appwrite.network/#ddennypfmold@163.com,https://updated-personal-projects.appwrite.network/#ddennypfmold@163.com,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://falabella8clnts.webcindario.com/,https://falabella8clnts.webcindario.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://falabella6clnts.webcindario.com/,https://falabella6clnts.webcindario.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://falabella2clnts.webcindario.com/,https://falabella2clnts.webcindario.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://falabellaaclnts2.webcindario.com/,https://falabellaaclnts2.webcindario.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://falabella3clntss.webcindario.com/,https://falabella3clntss.webcindario.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://ingresarbhd1.webcindario.com,https://ingresarbhd1.webcindario.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://telstraaccountrecovoreysystem.framer.website/,https://telstraaccountrecovoreysystem.framer.website/,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://systeminfo98563.wixsite.com/my-site-1,https://systeminfo98563.wixsite.com/my-site-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://systeminfo98563.wixsite.com/my-site-1/,https://systeminfo98563.wixsite.com/my-site-1/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://mailbox00.pythonanywhere.com/,https://mailbox00.pythonanywhere.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://mywcwellness.com/wp-content/pakketinfo/,https://mywcwellness.com/wp-content/pakketinfo/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://mywcwellness.com/wp-content/pakketinfo/ch/,https://mywcwellness.com/wp-content/pakketinfo/ch/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,https://mywcwellness.reishouses.com/wp-content/pakketinfo/,https://mywcwellness.reishouses.com/wp-content/pakketinfo/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://mywcwellness.reishouses.com/wp-content/pakketinfo/ch/,https://mywcwellness.reishouses.com/wp-content/pakketinfo/ch/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,https://sshippingline.com/wp/wp-admin/maint/index.html,https://sshippingline.com/wp/wp-admin/maint/index.html,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://servicetreasurymandt.vercel.app/,https://servicetreasurymandt.vercel.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://dazzling-luxury.com/,https://dazzling-luxury.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://ultimasemanafeiraoserasa.vercel.app/serasa/ultimasemanafeiraonovo/ofertas.html,https://ultimasemanafeiraoserasa.vercel.app/serasa/ultimasemanafeiraonovo/ofertas.html,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://oyster-app-xw3ky.ondigitalocean.app/,https://oyster-app-xw3ky.ondigitalocean.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://peeldsb-rnicrosoft-login.work.gd/,https://peeldsb-rnicrosoft-login.work.gd/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://desconto-aplicado.vercel.app/,https://desconto-aplicado.vercel.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://webmail.4-149-9-56.cprapid.com/?verify,https://webmail.4-149-9-56.cprapid.com/?verify,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://flowcode.com/p/e8sXU9jWpP,https://app.flowcode.com/404/code-not-found,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,http://securewesternalliance.vercel.app,https://securewesternalliance.vercel.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://plastik77.net/wp-content/litespeed/,https://plastik77.net/wp-content/litespeed/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://flowcode.com/p/e8Rr64L0kD,https://cpconatac-180212942.sbs/?secure,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://pr-7831.1inch-io-app.pages.dev/,https://pr-7831.1inch-io-app.pages.dev/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,https://bafybeibiru73a22lhi25q3w3fqjiyn3wrod5bsaqlzrkgj6nz6lqciqr3a.ipfs.dweb.link/82173ap.html/,https://bafybeibiru73a22lhi25q3w3fqjiyn3wrod5bsaqlzrkgj6nz6lqciqr3a.ipfs.dweb.link/82173ap.html/,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://mjp.ucp.mybluehost.me/es/sant/login.php,https://mjp.ucp.mybluehost.me/cgi-sys/suspendedpage.cgi,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://rva.ann.mybluehost.me/;ukk/update/,https://rva.ann.mybluehost.me/;ukk/update/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://kayanalgemah.com/css/mycss/step5.php/,https://kayanalgemah.com/css/mycss/step5.php/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://cr941593.tw1.ru/AGR/pages/region.php?lca#,https://vh456.timeweb.ru/blocked/?ref=cr941593.tw1.ru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,https://tole23fgjk.wixsite.com/my-site-1,https://tole23fgjk.wixsite.com/my-site-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://l.wl.co/l?u=https://qr-codes.io/xZx7HO,https://l.wl.co/l?u=https://qr-codes.io/xZx7HO,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://qr-codes.io/xZx7HO,https://qr-codes.io/xZx7HO,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,https://qr-codes.io/qSlNTp,https://qr-codes.io/qSlNTp,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,https://qr-codes.io/06psCF,https://qr-codes.io/06psCF,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,https://07b2de30-6aad-4a6a-b184-3a6ad121f880-00-289vue4ska7yv.janeway.replit.dev/,https://07b2de30-6aad-4a6a-b184-3a6ad121f880-00-289vue4ska7yv.janeway.replit.dev/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://did.li/-Mizrahitefahot-online,https://did.li/secure/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://zynquil.za.com/Mizrahi-t/,https://zynquil.za.com/Mizrahi-t/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://qrco.de/bgVd3n,https://qrco.de/bgVd3n,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1,https://q-r.to/bgVd3n,https://q-r.to/bgVd3n,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,https://l.ead.me/bgVd3n,https://l.ead.me/bgVd3n,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,https://external.corsivalab.xyz/sumup/web/login.php,https://external.corsivalab.xyz/sumup/web/login.php,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://virgney.jdevcloud.com/wp-admin/CORR/SS/corr/corr.php,https://virgney.jdevcloud.com/wp-admin/CORR/SS/corr/corr.php,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://qrco.de/bgWBRC,https://qrco.de/bgWBRC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1,https://q-r.to/bgWBRC,https://q-r.to/bgWBRC,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,https://l.ead.me/bgWBRC,https://l.ead.me/bgWBRC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,http://srv244722.hoster-test.ru/correosclean/cor2K25/corr/corr.php,http://srv244722.hoster-test.ru/correosclean/cor2K25/corr/corr.php,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://t.co/FCnopZGsiI,https://zgp.pfz.mybluehost.me/SumupServi/web/login.php,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://t.co/ShMpsGVBA6,https://networkservicio34.wpdevcloud.com/wp-content/uploads/2025/11/infos/corr/corr.php,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://t.co/A7I0saT9v1,https://masukomu.onamaeweb.jp/edit-cards/max.co.il/total/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://t.co/1R4eDDnJKB,https://masukomu.onamaeweb.jp/edit-card/max.co.il/total/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://t.co/H6W6iIO06D,https://masukomu.onamaeweb.jp/cards/max.co.il/total/,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://t.co/Bqc7Yrswwf,https://carleighgold.com/help/arg/te,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://maga6n.com/pages/mobile/login/index?redirect=/pages/index/index,https://maga6n.com/pages/mobile/login/index?redirect=/pages/index/index,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://maga6n.com/pages/mobile/login/index,https://maga6n.com/pages/mobile/login/index,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://santnder.app/,https://santnder.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://beneficiosparticipeya.vercel.app/,https://beneficiosparticipeya.vercel.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://participeonlinenica-93ac758a7bc2.herokuapp.com,https://participeonlinenica-93ac758a7bc2.herokuapp.com/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://bellsouth-att-sign-in-4b8c33.webflow.io/,https://bellsouth-att-sign-in-4b8c33.webflow.io/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://caja-areqp.vercel.app/,https://caja-areqp.vercel.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://cuscatlan.soteica.io/bancawebuat/inicio.aspx,https://cuscatlan.soteica.io/bancawebuat/inicio.aspx,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://dkb-helpdesk.justns.ru/dkb_2025/login.php,https://dkb-helpdesk.justns.ru/dkb_2025/login.php,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://sigfdghbnvcgfftyu6757867rkin7865435.vercel.app/#a@b.com,https://sigfdghbnvcgfftyu6757867rkin7865435.vercel.app/#a@b.com,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://binac-ta.net/QTeuUe,https://binac-ta.net/QTeuUe,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://okr7v71jj.com/QTeuUe,https://okr7v71jj.com/QTeuUe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://seechengdu.com/QTeuUe,https://seechengdu.com/QTeuUe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://eki-netanccues.zjmqc.com/com/eki-login,https://eki-netanccues.zjmqc.com/com/eki-login,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://dub.sh/aC36FsR,https://dub.sh/aC36FsR,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,https://bellsouth-att-sign-in-verification.webflow.io/,https://bellsouth-att-sign-in-verification.webflow.io/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://arubaid.sviluppo.host/index.html,https://arubaid.sviluppo.host/index.html,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://www.maga6n.com/,https://www.maga6n.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://maga6n.com/,https://maga6n.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://trezorwalletsupport.com/captcha/,https://trezorwalletsupport.com/captcha/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://sfjskfdizekhzefnbezezoifuoeziufezf.hosted.phplist.com/,https://sfjskfdizekhzefnbezezoifuoeziufezf.hosted.phplist.com/lists/,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://www.surveymonkey.com/tr/v1/te/AHXAgYDjiWJSPB3zlPl2In_2Fa51qzcOLRRVMFNjHt2X3LD9SD59kZKZqTYWK2XtymYZwHweIBPnaK_2BFoNX_2B9oKVCQziDbe5FBPeRjN_2BX2j1_2B_2FIlItBQnxs8DleME06bKKsVUOUkOhHN_2FqKZAnjBuI5eve647NA0obgvWm5OFXPhDI1NaZKvKFDVyfm7Sama1GVYZfcmNglfDHYhrkM4FJ7FsQteKU40KhLqqzMj7_2BEjaIADAfBWyzW9eSkT_2BXpanJN0Vd_2B7_2FAxvn_2Bb6VpYn90eQ_3D_3D,https://sfjskfdizekhzefnbezezoifuoeziufezf.hosted.phplist.com/lists/?p=subscribe&id=1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://antai-serviceconfirmationdedossier.alicepairan.com/tai/redirect,https://antai-serviceconfirmationdedossier.alicepairan.com/tai/redirect,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
